track_id,split,artist_id,audio_path,text,labels,graph_path,mel_path,num_nodes
42030,training,9945,/content/gnn-bert-music-context/data/raw/fma_small/042/042030.mp3,Track: Live to Raze again (Jamaica). Album: La Boite A Sons - Contest Contributions. Artist: Triple D,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/042030.pt,/content/gnn-bert-music-context/data/processed/mels/042030.pt,6
42126,training,9954,/content/gnn-bert-music-context/data/raw/fma_small/042/042126.mp3,Track: Too Far. Album: The Hate Noise Calling Vol. 1 & 2. Artist: The HATE Noise and Anonymous,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/042126.pt,/content/gnn-bert-music-context/data/processed/mels/042126.pt,6
42373,test,9067,/content/gnn-bert-music-context/data/raw/fma_small/042/042373.mp3,Track: Mell's Parade. Album: Directionless EP. Artist: Broke For Free,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/042373.pt,/content/gnn-bert-music-context/data/processed/mels/042373.pt,6
42442,training,9988,/content/gnn-bert-music-context/data/raw/fma_small/042/042442.mp3,Track: A2 Altcheringa. Album: Unnamables. Artist: univeria zekt,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",/content/gnn-bert-music-context/data/processed/graphs/042442.pt,/content/gnn-bert-music-context/data/processed/mels/042442.pt,6
42463,test,9990,/content/gnn-bert-music-context/data/raw/fma_small/042/042463.mp3,Track: A 1 still a rambler. Album: Ce matin encore. Artist: Yves Rakotomalala,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/042463.pt,/content/gnn-bert-music-context/data/processed/mels/042463.pt,6
42984,training,10034,/content/gnn-bert-music-context/data/raw/fma_small/042/042984.mp3,Track: Lamp Happy Camp. Album: Just Dads and Cthulu Lovetape. Artist: Cave Bears,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/042984.pt,/content/gnn-bert-music-context/data/processed/mels/042984.pt,6
43018,training,10060,/content/gnn-bert-music-context/data/raw/fma_small/043/043018.mp3,"Track: Oske Cherde. Album: Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011. Artist: Huun Huur Tu","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/043018.pt,/content/gnn-bert-music-context/data/processed/mels/043018.pt,6
43023,training,10060,/content/gnn-bert-music-context/data/raw/fma_small/043/043023.mp3,"Track: [interview]. Album: Live on WFMU's Transpacific Sound Paradise, Jan 22, 2011. Artist: Huun Huur Tu","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/043023.pt,/content/gnn-bert-music-context/data/processed/mels/043023.pt,6
43608,training,3426,/content/gnn-bert-music-context/data/raw/fma_small/043/043608.mp3,Track: 15 minute exorcise (excerpt). Album: UTOPIA=NO PERSON. Artist: Prince Rama,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/043608.pt,/content/gnn-bert-music-context/data/processed/mels/043608.pt,6
43761,training,10180,/content/gnn-bert-music-context/data/raw/fma_small/043/043761.mp3,"Track: Me so horny 2. Album: Unreleased, Unwashed, Rare and Forgotten Inconsistencies. Artist: Kreamy 'Lectric Santa","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/043761.pt,/content/gnn-bert-music-context/data/processed/mels/043761.pt,6
43768,test,411,/content/gnn-bert-music-context/data/raw/fma_small/043/043768.mp3,Track: Franklin'in Karsilamasi. Album: Live at the 2011 Golden Festival: Ansambl Mastika. Artist: Ansambl Mastika,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/043768.pt,/content/gnn-bert-music-context/data/processed/mels/043768.pt,6
43844,training,6422,/content/gnn-bert-music-context/data/raw/fma_small/043/043844.mp3,Track: swimming in random thrift store items. Album: Mid-November EP. Artist: Katrah-Quey,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/043844.pt,/content/gnn-bert-music-context/data/processed/mels/043844.pt,6
43861,training,10230,/content/gnn-bert-music-context/data/raw/fma_small/043/043861.mp3,Track: loosemarbles. Album: Sour Soul 12. Artist: Akathasquid,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/043861.pt,/content/gnn-bert-music-context/data/processed/mels/043861.pt,6
43886,training,10234,/content/gnn-bert-music-context/data/raw/fma_small/043/043886.mp3,Track: gunfight at natural history museum. Album: Mnemonic Fragmentation. Artist: Myo,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/043886.pt,/content/gnn-bert-music-context/data/processed/mels/043886.pt,6
44092,training,1774,/content/gnn-bert-music-context/data/raw/fma_small/044/044092.mp3,Track: Future Paths. Album: Mario in an Elevator. Artist: 8 Bit Weapon,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/044092.pt,/content/gnn-bert-music-context/data/processed/mels/044092.pt,6
44169,training,10267,/content/gnn-bert-music-context/data/raw/fma_small/044/044169.mp3,Track: Absence of Day and Night 1. Album: Absence of Day and Night. Artist: Morgan Craft,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/044169.pt,/content/gnn-bert-music-context/data/processed/mels/044169.pt,6
44778,training,10346,/content/gnn-bert-music-context/data/raw/fma_small/044/044778.mp3,Track: In My Mind There Is a Monster. Album: Monstrous Melodies. Artist: Charlie Boraley,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/044778.pt,/content/gnn-bert-music-context/data/processed/mels/044778.pt,6
44782,training,3644,/content/gnn-bert-music-context/data/raw/fma_small/044/044782.mp3,Track: Monster. Album: Monstrous Melodies. Artist: Dorothy's Magic Bag,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/044782.pt,/content/gnn-bert-music-context/data/processed/mels/044782.pt,6
44822,training,10360,/content/gnn-bert-music-context/data/raw/fma_small/044/044822.mp3,Track: Watchyerstep. Album: Game of Death. Artist: Black Bear Combo,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/044822.pt,/content/gnn-bert-music-context/data/processed/mels/044822.pt,6
44851,training,10369,/content/gnn-bert-music-context/data/raw/fma_small/044/044851.mp3,Track: Field Piano 4. Album: fieldpiano. Artist: Sunslide,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/044851.pt,/content/gnn-bert-music-context/data/processed/mels/044851.pt,6
44949,training,10385,/content/gnn-bert-music-context/data/raw/fma_small/044/044949.mp3,Track: Fallaste al sacar tu cuenta. Album: SONGO 21 - Studio sessions 2003. Artist: SONGO 21,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/044949.pt,/content/gnn-bert-music-context/data/processed/mels/044949.pt,6
44950,training,10385,/content/gnn-bert-music-context/data/raw/fma_small/044/044950.mp3,Track: Amor Y Felicidad. Album: SONGO 21 - Studio sessions 2003. Artist: SONGO 21,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/044950.pt,/content/gnn-bert-music-context/data/processed/mels/044950.pt,6
45055,validation,10393,/content/gnn-bert-music-context/data/raw/fma_small/045/045055.mp3,Track: Pesnya Marka. Album: Stilizatsiya Poslevkusiya. Artist: I Drug Moy Gruzovik...,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",/content/gnn-bert-music-context/data/processed/graphs/045055.pt,/content/gnn-bert-music-context/data/processed/mels/045055.pt,6
45099,training,10397,/content/gnn-bert-music-context/data/raw/fma_small/045/045099.mp3,Track: Spell. Album: Straw Fields. Artist: Rolemusic,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/045099.pt,/content/gnn-bert-music-context/data/processed/mels/045099.pt,6
45100,training,10397,/content/gnn-bert-music-context/data/raw/fma_small/045/045100.mp3,Track: Leafless Quince Tree. Album: Straw Fields. Artist: Rolemusic,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/045100.pt,/content/gnn-bert-music-context/data/processed/mels/045100.pt,6
45128,validation,9454,/content/gnn-bert-music-context/data/raw/fma_small/045/045128.mp3,Track: HHHHOTEL. Album: A SPIDER'S WEB. Artist: Phemale,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/045128.pt,/content/gnn-bert-music-context/data/processed/mels/045128.pt,6
45388,training,10458,/content/gnn-bert-music-context/data/raw/fma_small/045/045388.mp3,Track: I'm Not Ready Right Now. Album: Sauvignon Valley. Artist: Blear Moon,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/045388.pt,/content/gnn-bert-music-context/data/processed/mels/045388.pt,6
45516,training,10469,/content/gnn-bert-music-context/data/raw/fma_small/045/045516.mp3,Track: We wont be mowing today. Album: Evils. Artist: Plusplus,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/045516.pt,/content/gnn-bert-music-context/data/processed/mels/045516.pt,6
45519,training,10469,/content/gnn-bert-music-context/data/raw/fma_small/045/045519.mp3,Track: Swimmer. Album: Evils. Artist: Plusplus,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/045519.pt,/content/gnn-bert-music-context/data/processed/mels/045519.pt,6
45934,test,10497,/content/gnn-bert-music-context/data/raw/fma_small/045/045934.mp3,Track: Melancholic Depression. Album: Peak the Source Vol.1. Artist: Rune Martinsen,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/045934.pt,/content/gnn-bert-music-context/data/processed/mels/045934.pt,6
45941,training,10500,/content/gnn-bert-music-context/data/raw/fma_small/045/045941.mp3,Track: Soul Eater Codex. Album: Peak the Source Vol.1. Artist: Vladimír Hirsch,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/045941.pt,/content/gnn-bert-music-context/data/processed/mels/045941.pt,6
46043,training,129,/content/gnn-bert-music-context/data/raw/fma_small/046/046043.mp3,Track: Florence and the Machine. Album: Peak the Source Vol.3. Artist: Ergo Phizmiz,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/046043.pt,/content/gnn-bert-music-context/data/processed/mels/046043.pt,6
46079,training,2423,/content/gnn-bert-music-context/data/raw/fma_small/046/046079.mp3,Track: Bambu Runcing. Album: Jogja Istimewa. Artist: Zoo,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/046079.pt,/content/gnn-bert-music-context/data/processed/mels/046079.pt,6
46157,training,10590,/content/gnn-bert-music-context/data/raw/fma_small/046/046157.mp3,Track: over and under. Album: fall n; rise n+1. Artist: Antiphon,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/046157.pt,/content/gnn-bert-music-context/data/processed/mels/046157.pt,6
46159,training,10592,/content/gnn-bert-music-context/data/raw/fma_small/046/046159.mp3,Track: All Tremors Cease (lokey's imminent revision). Album: fall n; rise n+1. Artist: Erin Dingle,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/046159.pt,/content/gnn-bert-music-context/data/processed/mels/046159.pt,6
46525,training,7800,/content/gnn-bert-music-context/data/raw/fma_small/046/046525.mp3,Track: Ballet In A Box. Album: Eyelashes Of Lanterns. Artist: Doyeq,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/046525.pt,/content/gnn-bert-music-context/data/processed/mels/046525.pt,6
46611,training,10640,/content/gnn-bert-music-context/data/raw/fma_small/046/046611.mp3,Track: Island on Fire. Album: Bad Panda #77. Artist: Monster Rally,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/046611.pt,/content/gnn-bert-music-context/data/processed/mels/046611.pt,6
46733,training,9101,/content/gnn-bert-music-context/data/raw/fma_small/046/046733.mp3,Track: Hands In. Album: netBloc Vol. 32: Make Way For What Lies Ahead. Artist: KASHKA,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/046733.pt,/content/gnn-bert-music-context/data/processed/mels/046733.pt,6
47199,training,7050,/content/gnn-bert-music-context/data/raw/fma_small/047/047199.mp3,Track: Little Colibriy. Album: Awott. Artist: Asian Women on the Telephone,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/047199.pt,/content/gnn-bert-music-context/data/processed/mels/047199.pt,6
47526,test,7073,/content/gnn-bert-music-context/data/raw/fma_small/047/047526.mp3,Track: Romantic Girl. Album: Live on WFMU's Cherry Blossom Clinic with Terre T April 23 2011. Artist: Bare Wires,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",/content/gnn-bert-music-context/data/processed/graphs/047526.pt,/content/gnn-bert-music-context/data/processed/mels/047526.pt,6
47894,training,2176,/content/gnn-bert-music-context/data/raw/fma_small/047/047894.mp3,Track: Palm Springs. Album: Parasite Paradise. Artist: Superhumanoids,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/047894.pt,/content/gnn-bert-music-context/data/processed/mels/047894.pt,6
48043,training,668,/content/gnn-bert-music-context/data/raw/fma_small/048/048043.mp3,Track: The Road To Unknown. Album: A Day In Contrast. Artist: Delphine Dora,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/048043.pt,/content/gnn-bert-music-context/data/processed/mels/048043.pt,6
48446,training,7337,/content/gnn-bert-music-context/data/raw/fma_small/048/048446.mp3,Track: pluie d'atome. Album: la nuit t as pas peur. Artist: AlexandreDavidGabriel,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/048446.pt,/content/gnn-bert-music-context/data/processed/mels/048446.pt,6
48452,training,7337,/content/gnn-bert-music-context/data/raw/fma_small/048/048452.mp3,Track: éventé. Album: la nuit t as pas peur. Artist: AlexandreDavidGabriel,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/048452.pt,/content/gnn-bert-music-context/data/processed/mels/048452.pt,6
48456,training,7337,/content/gnn-bert-music-context/data/raw/fma_small/048/048456.mp3,Track: nez. Album: la nuit t as pas peur. Artist: AlexandreDavidGabriel,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/048456.pt,/content/gnn-bert-music-context/data/processed/mels/048456.pt,6
48463,training,9573,/content/gnn-bert-music-context/data/raw/fma_small/048/048463.mp3,"Track: Happiness. Album: The Waves, The Sea. Artist: Sycamore Drive","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/048463.pt,/content/gnn-bert-music-context/data/processed/mels/048463.pt,6
48465,training,9573,/content/gnn-bert-music-context/data/raw/fma_small/048/048465.mp3,"Track: Ocean Breeze. Album: The Waves, The Sea. Artist: Sycamore Drive","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/048465.pt,/content/gnn-bert-music-context/data/processed/mels/048465.pt,6
49070,training,2240,/content/gnn-bert-music-context/data/raw/fma_small/049/049070.mp3,Track: Bologna Soundcheck 031105. Album: Cicatrix. Artist: Justice Yeldham,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/049070.pt,/content/gnn-bert-music-context/data/processed/mels/049070.pt,6
49071,training,2240,/content/gnn-bert-music-context/data/raw/fma_small/049/049071.mp3,Track: 038 Zwolle 090104. Album: Cicatrix. Artist: Justice Yeldham,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/049071.pt,/content/gnn-bert-music-context/data/processed/mels/049071.pt,6
49478,training,11217,/content/gnn-bert-music-context/data/raw/fma_small/049/049478.mp3,Track: Obituary Of A Sell Out MC (Featuring D-Fine). Album: netBloc Vol. 33: You can get with this.... Artist: A-Rec,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/049478.pt,/content/gnn-bert-music-context/data/processed/mels/049478.pt,6
49844,training,11299,/content/gnn-bert-music-context/data/raw/fma_small/049/049844.mp3,Track: Bubba’s Blues. Album: How It’s Done In Italy. Artist: My Bubba & Mi,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/049844.pt,/content/gnn-bert-music-context/data/processed/mels/049844.pt,6
49847,training,11299,/content/gnn-bert-music-context/data/raw/fma_small/049/049847.mp3,Track: Satisfied mind. Album: How It’s Done In Italy. Artist: My Bubba & Mi,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/049847.pt,/content/gnn-bert-music-context/data/processed/mels/049847.pt,6
49848,training,11299,/content/gnn-bert-music-context/data/raw/fma_small/049/049848.mp3,Track: I will never love a young boy again. Album: How It’s Done In Italy. Artist: My Bubba & Mi,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/049848.pt,/content/gnn-bert-music-context/data/processed/mels/049848.pt,6
49857,training,11299,/content/gnn-bert-music-context/data/raw/fma_small/049/049857.mp3,Track: After you. Album: How It’s Done In Italy. Artist: My Bubba & Mi,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/049857.pt,/content/gnn-bert-music-context/data/processed/mels/049857.pt,6
50264,training,11336,/content/gnn-bert-music-context/data/raw/fma_small/050/050264.mp3,"Track: Mandala. Album: Free! Music! Contest! Sampler 2010 ""Sinn"". Artist: Square Flare","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/050264.pt,/content/gnn-bert-music-context/data/processed/mels/050264.pt,6
50272,training,7295,/content/gnn-bert-music-context/data/raw/fma_small/050/050272.mp3,"Track: Destroy She Says. Album: Free! Music! Contest! Sampler 2010 ""Sinn"". Artist: ZOE.LEELA","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/050272.pt,/content/gnn-bert-music-context/data/processed/mels/050272.pt,6
50323,training,11364,/content/gnn-bert-music-context/data/raw/fma_small/050/050323.mp3,Track: Wind Blows on the Bird Spotted Hill. Album: Voyage au centre Iaeniaen. Artist: McCloud Zicmuse,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/050323.pt,/content/gnn-bert-music-context/data/processed/mels/050323.pt,6
50754,test,11418,/content/gnn-bert-music-context/data/raw/fma_small/050/050754.mp3,Track: Biopsja Duszy. Album: Biopsja Duszy. Artist: Metalmorphosis,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",/content/gnn-bert-music-context/data/processed/graphs/050754.pt,/content/gnn-bert-music-context/data/processed/mels/050754.pt,6
50952,training,11431,/content/gnn-bert-music-context/data/raw/fma_small/050/050952.mp3,Track: Cattails. Album: Contemporary Sampler. Artist: Kevin MacLeod,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/050952.pt,/content/gnn-bert-music-context/data/processed/mels/050952.pt,6
51004,training,11431,/content/gnn-bert-music-context/data/raw/fma_small/051/051004.mp3,Track: Tikopia. Album: Global Sampler. Artist: Kevin MacLeod,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/051004.pt,/content/gnn-bert-music-context/data/processed/mels/051004.pt,6
51114,training,1977,/content/gnn-bert-music-context/data/raw/fma_small/051/051114.mp3,Track: Wack. Album: Motormouth. Artist: Bob Ostertag,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/051114.pt,/content/gnn-bert-music-context/data/processed/mels/051114.pt,6
51655,validation,458,/content/gnn-bert-music-context/data/raw/fma_small/051/051655.mp3,"Track: Morning Stars. Album: Live at WFMU July 25, 2011 on Irene Trudel's Show. Artist: Matt Bauer","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/051655.pt,/content/gnn-bert-music-context/data/processed/mels/051655.pt,6
51992,training,11607,/content/gnn-bert-music-context/data/raw/fma_small/051/051992.mp3,Track: Osaka dub mission. Album: [LCL28] Elephant Room Sessions. Artist: Manudub,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/051992.pt,/content/gnn-bert-music-context/data/processed/mels/051992.pt,6
52035,training,11615,/content/gnn-bert-music-context/data/raw/fma_small/052/052035.mp3,Track: Kelpies. Album: Sea Woof. Artist: Poland,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/052035.pt,/content/gnn-bert-music-context/data/processed/mels/052035.pt,6
52041,training,11615,/content/gnn-bert-music-context/data/raw/fma_small/052/052041.mp3,Track: Wooded Land. Album: Sea Woof. Artist: Poland,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/052041.pt,/content/gnn-bert-music-context/data/processed/mels/052041.pt,6
52042,training,11615,/content/gnn-bert-music-context/data/raw/fma_small/052/052042.mp3,Track: Sandy. Album: Sea Woof. Artist: Poland,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/052042.pt,/content/gnn-bert-music-context/data/processed/mels/052042.pt,6
52118,training,11630,/content/gnn-bert-music-context/data/raw/fma_small/052/052118.mp3,"Track: My Miami. Album: Live at WFMU on Irwin's Show on August 3, 2011. Artist: Cracked Latin","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/052118.pt,/content/gnn-bert-music-context/data/processed/mels/052118.pt,6
52119,training,11630,/content/gnn-bert-music-context/data/raw/fma_small/052/052119.mp3,"Track: The Magic Words. Album: Live at WFMU on Irwin's Show on August 3, 2011. Artist: Cracked Latin","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/052119.pt,/content/gnn-bert-music-context/data/processed/mels/052119.pt,6
52120,training,11630,/content/gnn-bert-music-context/data/raw/fma_small/052/052120.mp3,"Track: Love Is Agony. Album: Live at WFMU on Irwin's Show on August 3, 2011. Artist: Cracked Latin","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/052120.pt,/content/gnn-bert-music-context/data/processed/mels/052120.pt,6
52121,training,11630,/content/gnn-bert-music-context/data/raw/fma_small/052/052121.mp3,"Track: Interview Segment 1. Album: Live at WFMU on Irwin's Show on August 3, 2011. Artist: Cracked Latin","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/052121.pt,/content/gnn-bert-music-context/data/processed/mels/052121.pt,6
52123,training,11630,/content/gnn-bert-music-context/data/raw/fma_small/052/052123.mp3,"Track: Caracas Shakedown. Album: Live at WFMU on Irwin's Show on August 3, 2011. Artist: Cracked Latin","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/052123.pt,/content/gnn-bert-music-context/data/processed/mels/052123.pt,6
52380,validation,9454,/content/gnn-bert-music-context/data/raw/fma_small/052/052380.mp3,Track: The Gorgeous. Album: Trash Queen. Artist: Phemale,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/052380.pt,/content/gnn-bert-music-context/data/processed/mels/052380.pt,6
52389,validation,9454,/content/gnn-bert-music-context/data/raw/fma_small/052/052389.mp3,Track: Married to the Night. Album: Mold Donor. Artist: Phemale,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/052389.pt,/content/gnn-bert-music-context/data/processed/mels/052389.pt,6
52449,training,11662,/content/gnn-bert-music-context/data/raw/fma_small/052/052449.mp3,Track: Expedition. Album: Sintel: Original Film Score. Artist: Jan Morgenstern,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/052449.pt,/content/gnn-bert-music-context/data/processed/mels/052449.pt,6
52500,training,11668,/content/gnn-bert-music-context/data/raw/fma_small/052/052500.mp3,"Track: This Is Goodbye. Album: Live at WFMU on Irene Trudel's Show on August 15, 2011. Artist: Kalli","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/052500.pt,/content/gnn-bert-music-context/data/processed/mels/052500.pt,6
52644,training,11679,/content/gnn-bert-music-context/data/raw/fma_small/052/052644.mp3,"Track: Night Rave. Album: Audionautix: Tech, Urban, Dance. Artist: Jason Shaw","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",/content/gnn-bert-music-context/data/processed/graphs/052644.pt,/content/gnn-bert-music-context/data/processed/mels/052644.pt,6
